"","node.degree","betweenness.centrality","closeness.centrality","node.transitivity"
"f92cd5bf2b52f4eb499496da543794fd",0,0,3.26411238991781e-06,NA
"46cba7ba7e89731b2a36ed371ad38fe0",12,366.846906117476,1.91798688096973e-05,0.484848484848485
"b82e9e16a5f7bbf8e87f0c4431e0dfad",24,1635.3217644625,1.92230060936929e-05,0.434782608695652
"c9f9355d32e264f6bc060415332587bb",51,842.75324330441,1.92559500885774e-05,0.516862745098039
"a57e5dd7af17153dad0b02c3cda58f8a",0,0,3.26411238991781e-06,NA
"db1d2135e467142489e9eae67e600301",111,635.422910367742,1.9293845263361e-05,0.534152334152334
"282d970c7e74112691085e63921dbcfd",96,237.120700718671,1.92878910619913e-05,0.611622807017544
"d077c0ff711eabf2c3591a6f9798adb5",6,119.741935835982,1.90981837627242e-05,0.4
"d4aa41f753847250c58c369ec11aba8e",7,389.023951801767,1.92104504850639e-05,0.333333333333333
"6aafd36f357e81d4eaa31b4143bf5559",10,6.63771656335967,1.92126649887606e-05,0.733333333333333
"aba30509671b5a4a6bcffbd7f4d15ab9",0,0,3.26411238991781e-06,NA
"80a4abbe94d791740466ec6a5d937264",1,0,3.27001494396829e-06,NA
"1223fa4a0a99ed5397fabac4895c5e46",6,43.2753670215727,1.89358076121947e-05,0.666666666666667
"61b120aa374bc4f431cb5defee4a7274",1,0,3.27001494396829e-06,NA
"e0d908660a9c489e2b2aa9b145eae00d",50,476.185019674826,1.92737645516922e-05,0.738775510204082
"79c4fe19f50107e4574c3e132885c545",42,5931.09633100037,1.92207892056048e-05,0.399535423925668
"5d3ce929e1e20c0af46d70bc9b483a9e",80,362.663082438058,1.92800817475466e-05,0.65126582278481
"4d5b8c2c09a9e464f466f3ddc5ab1de5",121,552.344225836321,1.93154600942594e-05,0.513911845730028
"3a1a356d52f95ee05bdaa73566e357c8",104,883.170862672529,1.9313221831666e-05,0.568521284540702
"50a158cdf3b2d53c3648bb2ccebf9b93",0,0,3.26411238991781e-06,NA
"c50858b8beb3ef50868f765a74ca2f3c",27,2474.27659196385,1.92355781253006e-05,0.527065527065527
"43b0c94edaed92fca1f4cd4dd639fa5b",4,3032.3217172991,1.91402212609578e-05,0
"cd7b2eba0284fe59fce8a7a69eaac09c",0,0,3.26411238991781e-06,NA
"1e50dabad75e738028f47decc3852bad",38,1595.71798095374,1.91934895683384e-05,0.423897581792319
"c0c91cff407bf1e105d24e0263d7e0bd",0,0,3.26411238991781e-06,NA
"84ac11e0235714a38b997248aae1532e",28,272.917983536788,1.90712310479641e-05,0.53968253968254
"dcf98e542b5e15d7ee0678973b75c956",7,1.27529993732653,1.89738919247116e-05,0.809523809523809
"130eb724c12228cf357663b6af0049ee",0,0,3.26411238991781e-06,NA
"186bc273ec0cdafa6e174aa11ebb76be",10,719.289353982943,1.91710440550592e-05,0.533333333333333
"c62c90348d70b3ba6dcf34ddfa65e700",3,462.084323705226,1.9092349695477e-05,0
"35ed22e9fa79ab018326b68bd06b3bb0",44,35.1721141836245,1.92178341500913e-05,0.677589852008457
"062081b34bfe468331eca4c7e188edff",0,0,3.26411238991781e-06,NA
"690c48464d506b0e07bf7bdf6ccc0758",1,0,3.27001494396829e-06,NA
"575432b26b8f2b9c558a6fed459575ac",0,0,3.26411238991781e-06,NA
"edad76a0211058a5d31b243684e9b2ce",6,51.4814364131017,1.90135756930448e-05,0.466666666666667
"fb7f244c4c790f337e01d0b1f2ed59af",0,0,3.26411238991781e-06,NA
"b417240a1db3aefce286ca40a36a78f8",18,614.945478726872,1.90218942002245e-05,0.379084967320261
"46d2fd6a51fad29018a14219bfa89933",25,1822.57816946955,1.92804534762658e-05,0.4
"9fef297bc82420d5b9abea86562b8d27",11,36.0752166831276,1.90715947667544e-05,0.563636363636364
"ca8b36cb59f6a69f03cf9d2f878ae45a",0,0,3.26411238991781e-06,NA
