OTUs	HS122	HS123	HS124	HS125	HS126	HS127	HS129	HS130	HS132	HS133	HS134	HS135	HS136	HS137	HS138	HS139	Phylum	Class	Order	Family 	Genus
10994	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio
10995	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio
10996	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Acetivibrio
25672	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Achromatium
15496	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
11026	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus
5565	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
5566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
5567	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
5568	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
5569	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Actinobacteria	Actinobacteria	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium
5979	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Aeriscardovia
24356	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas
14557	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia
15156	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15157	0	1	0	2	0	0	2	0	4	3	0	0	1	1	1	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15158	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15159	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15160	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15161	11	6	0	9	4	2	6	3	16	12	4	11	4	5	13	4	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15162	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15164	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15165	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
15167	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ahrensia
26776	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
26777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
26778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
25557	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
25558	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
7426	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Algoriphagus
7427	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Algoriphagus
7428	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Algoriphagus
7429	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Algoriphagus
7430	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Algoriphagus
7431	0	2	2	0	0	1	0	1	3	3	1	0	1	0	4	1	Bacteroidetes	Sphingobacteria	Sphingobacteriales	Cyclobacteriaceae	Algoriphagus
10313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
10314	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus
6537	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Alkaliflexus
25216	3	0	0	1	4	0	0	2	0	0	0	0	0	1	0	1	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola
25217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola
25218	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalispirillum
25612	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
26390	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Alterococcus
24373	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24374	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24375	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24376	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24377	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24378	13	2	1	6	3	1	12	3	22	8	14	4	2	46	3	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24379	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24380	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
24381	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
15168	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15169	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15174	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15175	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15176	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15187	7	17	0	2	2	2	1	0	2	3	2	2	0	2	5	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15188	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15189	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15190	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15191	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15192	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
15193	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
10372	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus
10373	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus
10374	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus
10375	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniphilus
5955	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis
11013	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Anaerobranca
11014	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Anaerobranca
11015	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Anaerobranca
10822	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Anaerococcus
10997	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerofilum
8453	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea
8454	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea
8455	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea
8456	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea
20768	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20769	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20770	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20773	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20774	2	3	0	3	1	0	1	0	4	3	8	1	0	5	2	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20775	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20776	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
20777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Anaeromyxobacter
6538	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Anaerophaga
25939	0	0	0	0	0	1	0	0	0	7	0	1	1	0	3	1	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma
11027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Anaerosinus
10787	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes
10680	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerovorax
10681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerovorax
10376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus
10320	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
15546	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Aquabacterium
14688	0	0	3	5	0	0	0	0	1	0	1	0	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aquamicrobium
25375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
25376	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
25377	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
25378	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
25379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
25380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
25381	1	2	0	0	0	0	0	0	1	2	1	1	1	4	3	3	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella
21069	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
21070	0	3	0	0	1	2	1	2	0	1	0	0	3	4	7	5	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
21071	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
21072	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
21073	1	3	1	0	1	0	0	5	1	2	2	7	1	0	7	2	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
21074	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
7265	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Arenibacter
5891	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
5892	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
5893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
5894	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
5895	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter
9067	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Cyanobacteria	True_Cyanobacteria	Oscillatoriales	Unassigned	Arthrospira
10413	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Atopobacter
15617	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azoarcus
15618	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15620	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15622	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15623	1	0	7	2	2	3	1	2	0	0	0	1	0	4	15	25	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15626	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15629	0	0	0	1	1	1	6	0	2	2	0	0	1	3	1	0	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira
15367	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum
25618	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter
10321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10349	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10351	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10352	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10354	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10355	0	1	0	0	0	0	0	1	2	0	0	2	0	0	3	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10356	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
10357	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
16885	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16887	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16888	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	2	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16889	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16890	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16892	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16893	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16895	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16896	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16897	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
16899	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovorax
6534	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
6535	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
6536	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
16902	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
16903	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
16904	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
16923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
25673	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa
25674	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa
5980	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
5981	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
5982	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
5983	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
